1,4070
2,4218
3,4111
4,2836
5,8757
6,3263
7,8826
8,3808
9,7525
10,2746
11,2065
12,4275
13,5755
14,8245
15,2044
16,7178
17,2728
18,5130
19,3752
20,3671
21,2112
22,6128
23,2059
24,6819
25,419
26,838
27,1468
28,1473
29,6443
30,3201
31,1469
32,2041
33,2096
34,2133
35,8929
36,9759
37,5391
38,5061
39,8229
40,4378
41,3448
42,1853
43,2585
44,3207
45,4753
46,1805
47,6127
48,3751
49,1898
50,3210
51,9728
52,7315
53,3134
54,2739
55,4294
56,5368
57,5579
58,4742
59,5616
60,1851
61,1232
62,8740
63,9030
64,644
65,5627
66,7987
67,5628
68,8742
69,3859
70,6661
71,6380
72,9171
73,1504
74,4594
75,4280
76,9790
77,756
78,6858
79,8780
80,1280
81,2760
82,7526
83,3439
84,7023
85,8228
86,1516
87,4174
88,8234
89,636
90,6859
91,8126
92,8797
93,2577
94,6414
95,1151
96,2628
97,3227
98,3144
99,387
100,990
101,4536
102,8318
103,343
104,2612
105,3333
106,3362
107,4140
108,3616
109,4315
110,4651
111,1925
112,3430
113,2005
114,2812
115,4268
116,4575
117,4621
118,2160
119,3395
120,4456
121,88
122,1344
123,8745
124,1794
125,406
126,8425
127,8739
128,9914
129,444
130,2231
131,5744
132,4662
133,6719
134,746
135,4021
136,6410
137,6529
138,449
139,8904
140,1748
141,4604
142,907
143,4103
144,7152
145,7715
146,7997
147,8560
148,3192
149,3460
150,4384
151,4385
152,7581
153,2072
154,3954
155,5292
156,6918
157,3118
158,9833
159,6147
160,95
161,7801
162,5917
163,5128
164,8458
165,4368
166,4301
167,2904
168,4859
169,6801
170,3386
171,3136
172,4459
173,7134
174,6370
175,1321
176,3175
177,250
178,7185
179,8058
180,8231
181,7937
182,9161
183,6349
184,6101
185,7718
186,2285
187,3343
188,7785
189,7759
190,4481
191,6566
192,351
193,5761
194,2483
195,398
196,2587
197,3949
198,417
199,8731
200,1264
201,7104
202,2613
203,9981
204,8218
205,4755
206,3672
207,1153
208,7764
209,6152
210,7085
211,3414
212,3815
213,6155
214,4495
215,6625
216,9986
217,3270
218,7872
219,10070
220,1290
221,7210
222,3832
223,9222
224,5158
225,6926
226,5704
227,10068
228,4086
229,3505
230,8594
231,9477
232,2145
233,2892
234,5507
235,2267
236,2230
237,5180
238,7068
239,6499
240,9214
241,125
242,1698
243,3205
244,8108
245,7369
246,480
247,5857
248,8013
249,10052
250,259
251,2923
252,4258
253,2445
254,6705
255,170
256,3562
257,2915
258,4796
259,4508
260,274
261,7890
262,9301
263,1282
264,2551
265,5430
266,8493
267,4269
268,1893
269,2803
270,3845
271,5340
272,7828
273,10117
274,4646
275,1958
276,4631
277,3572
278,5008
279,6640
280,4629
281,7716
282,6975
283,333
284,7214
285,8728
286,10029
287,3513
288,9931
289,4333
290,1935
291,4015
292,5732
293,6365
294,7385
295,3511
296,8793
297,6639
298,7251
299,9587
300,282
301,3915
302,5493
303,9956
304,60
305,836
306,6871
307,9966
308,2626
309,977
310,8049
311,8725
312,1187
313,8027
314,2341
315,6215
316,51
317,204
318,440
319,3943
320,6968
321,6846
322,2540
323,6878
324,5291
325,5656
326,189
327,9995
328,2545
329,6276
330,1130
331,1570
332,2576
333,7441
334,7932
335,808
336,2550
337,4252
338,9619
339,9689
340,388
341,2018
342,759
343,4780
344,1033
345,2123
346,4332
347,6940
348,8390
349,384
350,7985
351,9711
352,6070
353,2759
354,3393
355,3548
356,4484
357,8048
358,3212
359,692
360,10166
361,5631
362,7907
363,8876
364,3570
365,9184
366,9270
367,4077
368,2552
369,3023
370,4128
371,7161
372,1377
373,2605
374,7335
375,9929
376,7216
