1,0.436770104
2,0.429786675
3,0.072277089
4,0.072144733
5,0.072365713
6,0.438010114
7,0.072221548
8,0.414073683
9,0.430682491
10,0.072375469
11,0.435870903
12,0.415720593
13,0.413595796
14,0.436971294
15,0.419247854
16,0.413773917
17,0.428799343
18,0.426567483
19,0.418620298
20,0.43784801
21,0.07212043
22,0.43241491
23,0.436970588
24,0.437184105
25,0.434247177
26,0.428726433
27,0.430087886
28,0.43591414
29,0.432662042
30,0.431745023
31,0.412059486
32,0.072296561
33,0.437124196
34,0.438523089
35,0.433462411
36,0.424202215
37,0.437453157
38,0.435080965
39,0.433916116
40,0.435147373
41,0.437057807
42,0.437060837
43,0.432774288
44,0.432680254
45,0.431407911
46,0.437210697
47,0.435284603
48,0.072405567
49,0.437182336
50,0.436948977
51,0.072031982
52,0.434463186
53,0.417932744
54,0.43494894
55,0.072062099
56,0.072111679
57,0.43770342
58,0.419014253
59,0.437058662
60,0.072030028
61,0.430212657
62,0.072114589
63,0.437088385
64,0.436153963
65,0.432821752
66,0.437246514
67,0.433385094
68,0.438089566
69,0.410900307
70,0.431783026
71,0.42260319
72,0.438041854
73,0.429254536
74,0.437294179
75,0.40162646
76,0.422802672
77,0.438686365
78,0.423593604
79,0.072114589
80,0.072158307
81,0.4238261
82,0.435088092
83,0.41150162
84,0.430710097
85,0.433223463
86,0.416866517
87,0.072087363
88,1.35E-09
89,0.438088914
90,0.428363246
91,0.440163259
92,0.072109747
93,0.072056284
94,0.428381964
95,1.36E-09
96,0.433684974
97,0.430058032
98,0.425356892
99,0.429347579
100,0.436951172
101,0.430474753
102,0.416260098
103,0.430375422
104,0.437520082
105,0.072157376
106,0.410893301
107,0.433260016
108,0.072071844
109,0.429862177
110,0.436294905
111,0.42175011
112,0.435504725
113,0.43696203
114,0.425140794
115,0.435255596
116,0.072134001
117,0.072158373
118,0.437080188
119,0.437747453
120,0.43088662
121,0.434248627
122,0.429164111
123,0.405092653
124,0.420971352
125,0.072011592
126,0.434528801
127,0.434974654
128,0.427691547
129,0.072057261
130,0.429159184
131,0.437082463
132,0.419527288
133,0.43448423
134,0.429380801
135,0.422359069
